评论人的ID,评论人网名,评论人VIP等级,评论人头像网址,评论编号,评论时间,点赞量,评论内容,ip地址
1809445936,CreamOfCream,0,http://p1.music.126.net/7ljaUeObVftNx3FhtwBgZA==/109951167308221876.jpg,5880963960,3天前,0,我好聪明!之前就下载啦[吐舌],浙江
3377123003,秋秋秋秋秋秋秋____,0,http://p1.music.126.net/hpn-VTaS9OVQlyauh93o_w==/109951168283540356.jpg,5878588521,7天前,6,ohhhhh IU的声音像夏天那种甜得起沙的西瓜冰！！！！！[色],广东
3377123003,秋秋秋秋秋秋秋____,0,http://p1.music.126.net/hpn-VTaS9OVQlyauh93o_w==/109951168283540356.jpg,5878588521,7天前,6,ohhhhh IU的声音像夏天那种甜得起沙的西瓜冰！！！！！[色],广东
3281557872,橘子里面没有籽,0,http://p1.music.126.net/GK8OYfr-sZWLY3ES-3iFrg==/109951166356531399.jpg,5877066762,03-25,0,版权少就算了还一堆vip[流泪]👊,广东
3276427955,偶像是洪喜,1,http://p1.music.126.net/Dnqx4QqzNn6SNzbXInuhrA==/109951167462819850.jpg,5875185396,03-22,2,怎么vip了！,黑龙江
3580659813,鱼槐ai,0,http://p1.music.126.net/un1Y_As8b5L5WD619O2xIw==/109951166117369830.jpg,5874147811,03-20,0,怎么又VIP了[流泪][流泪][流泪][流泪],广东
531797680,Gillian_BU,3,http://p2.music.126.net/f_YXd5NryS1ifDqFP0RsvA==/109951166262195741.jpg,5873141211,03-18,0,这首可以一直听耶,江苏
531797680,Gillian_BU,0,http://p2.music.126.net/f_YXd5NryS1ifDqFP0RsvA==/109951166262195741.jpg,5873137703,03-18,1,我U的歌版权最近学会了闪现技能[大哭],江苏
531797680,Gillian_BU,0,http://p2.music.126.net/f_YXd5NryS1ifDqFP0RsvA==/109951166262195741.jpg,5873137703,03-18,1,我U的歌版权最近学会了闪现技能[大哭],江苏
1498706832,好耶_tZyE,0,http://p2.music.126.net/PIR4meDGW_OAJw_bo7D0mA==/109951168084534318.jpg,5870736440,03-14,2,一觉醒来vip？,广东
6368129562,抱抱小樊,0,http://p2.music.126.net/wDT70ckjqJbcfyfVOUavuQ==/109951167918433671.jpg,5870438041,03-13,0,爱IU,河南
1730605757,无识404,1,http://p2.music.126.net/k4MNEqGJlKqBttum_C8XIw==/109951168235722916.jpg,5870395377,03-13,0,这首都要vip了💔,河北
561765137,阿华田蛙酱,3,http://p2.music.126.net/x4VFqt3SfTTjAPer241XBg==/109951167200375534.jpg,5870385486,03-13,0,幸好没进去 YG快不行了,广东
3349667769,camellia-xi,0,http://p2.music.126.net/DnWNn-caKcQ267awzWzQhA==/109951168515242651.jpg,5870363491,03-13,0,…？为啥突然就要会员了,辽宁
1943388153,余欢_-_-,3,http://p2.music.126.net/RI6bqOQ4ICAiTIQBDLI7BA==/109951165115532219.jpg,5870103215,03-13,1,iu永远滴神,贵州
1558991209,yeki_Yuhh,0,http://p2.music.126.net/ZTvMD9fX1Lljzw5mrOg5Sw==/109951168504002950.jpg,5868932393,03-11,1,怎么突然要会员了,黑龙江
121977268,神宫寺源治,0,http://p2.music.126.net/nHFBKF_SfzNAqPvnBPEGqw==/109951168319891109.jpg,5866130085,03-05,1,没希望了，反正我已经是转战apple music土耳其区了，版权非常全，而且音质还比网易云好很多。（网易云的细节听起来比较糊，还会有破音）,广东
1356116399,Aaaaaa唉,0,http://p2.music.126.net/STKDsU1q9ROIJ083ERKPCg==/109951164909591414.jpg,5865926776,03-05,0,其实不止男女，同性也是，不过早期特指男同,广东
1402972739,秋刀魚穿鞋变成秋刀鱼,1,http://p2.music.126.net/xH2ebE6SrI3YqufrjLFGwQ==/109951168496616917.jpg,5865110313,03-03,1,"快点 别逼我
版权呢？
版权呢",四川
1432381985,我好像没有鱼,6,http://p2.music.126.net/-4aEjnQHZCsKKHd0VYsQFA==/109951165471520605.jpg,5863241308,02-28,2,网易你在搞什么！！我那么大只iu呢,河南
6356922720,李昊昊昱,0,http://p1.music.126.net/OWVIZbFx-GUesDizWOLLEw==/109951168284379926.jpg,5862061690,02-26,0,您可真是个小丑[憨笑],陕西
6356922720,李昊昊昱,0,http://p1.music.126.net/OWVIZbFx-GUesDizWOLLEw==/109951168284379926.jpg,5862061690,02-26,0,您可真是个小丑[憨笑],陕西
371362908,呐塔a,6,http://p1.music.126.net/e-212qATgiGOCsQ4rXTFkg==/18684001092288428.jpg,5861494065,02-25,0,梦幻联动！！！,广东
42753479,Ms-Tina,6,http://p1.music.126.net/dD-TlmFLtpoOxpD7JCHvzg==/109951163545245168.jpg,5859181867,02-21,0,[多多调皮][多多调皮][多多调皮],山西
4006089802,云村村民160783672205925,0,http://p1.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5853237095,02-11,0,这首还有版权,浙江
3915531207,2023_OTOi,3,http://p1.music.126.net/ej-koMD0Glm6nKYY9yrVWg==/109951168324126230.jpg,5852559661,02-09,1,精神的契合远远大于外在的吸引,浙江
366181835,鱼幼微qwq,6,http://p1.music.126.net/zuJNdQs8YNK2JePYIbn0wg==/109951167049052055.jpg,5850130981,02-06,1,我才发现我和zico同一天生日[多多笑哭][多多捂脸],广东
7795662189,云村村民166087303522571,0,http://p1.music.126.net/rnWDQyikTLpzw6t-krw8Aw==/109951168269691207.jpg,5847223554,02-02,0,Iu的声线太完美了,广东
8345687954,日杂想你,0,http://p1.music.126.net/rfDTv5LATPl20z4J2G1yOQ==/109951168514470625.jpg,5846965721,02-01,0,哈哈哈哈哈,黑龙江
2017119914,丸丸_pyIl,0,http://p1.music.126.net/RUuOVYHnAmK0cd1C1B_ueg==/109951168459874525.jpg,5846514083,02-01,0,6,重庆
2017119914,丸丸_pyIl,0,http://p1.music.126.net/RUuOVYHnAmK0cd1C1B_ueg==/109951168459874525.jpg,5846514080,02-01,0,6,重庆
4026007877,毛绒早点睡觉zzZ,0,http://p1.music.126.net/SbTUFNMfi3-5Q4D3jL8hwA==/109951168268469896.jpg,5844149116,01-29,0,喜欢喜欢,福建
313328968,开心每一天耶_呼,6,http://p1.music.126.net/O6v6GMz18Qs6ZC8GUeNUHQ==/109951167950153370.jpg,5843075329,01-27,2,具体要问问二硕了[多多难过][多多难过]好羡慕二硕,新疆
8056991910,超级凶的小鸭子,0,http://p1.music.126.net/0DP59_eTA6BHdlTfoNE47w==/109951168242629142.jpg,5840879480,01-23,9,我的老婆和我的老公在一起了，二硕，你要照顾好我的IU啊[多多大哭],福建
1890972339,鱼丸yw吖,1,http://p1.music.126.net/dRRInu78ziBmPP2x3H3ndA==/109951167620006515.jpg,5837638559,01-18,0,宝信我，今晚美梦有你，所以我明天必活着爱你,山东
1890972339,鱼丸yw吖,1,http://p1.music.126.net/dRRInu78ziBmPP2x3H3ndA==/109951167620006515.jpg,5837642860,01-18,0,心跳有点慢了[多多大哭],山东
3381759756,Deep-seag,5,http://p1.music.126.net/1hDLGumB5_Bpr7ekSU98pA==/109951168271436129.jpg,5837225900,01-18,1,但他抢钱😢,福建
1730605757,无识404,1,http://p1.music.126.net/k4MNEqGJlKqBttum_C8XIw==/109951168235722916.jpg,5836851415,01-17,2,真的听不厌，什么神仙歌曲,河北
7843783760,A拂晓在上课,3,http://p1.music.126.net/SL3V3ghM-1W3CajRCzDHYw==/109951167377488813.jpg,5836304108,01-16,1,谁懂啊我最喜欢的两个歌手合唱的,山东
8024089922,依依是一枚泡腾片_,0,http://p1.music.126.net/U1UjFvf4hGAAIyFzzXLgMA==/109951168075711770.jpg,5835755321,01-16,1,独行月球,辽宁
1353391823,吧唧吧唧diu,0,http://p1.music.126.net/3QyMhWJhM3ekxpZB8M02QQ==/109951166415785589.jpg,5832118234,01-11,3,啊啊啊版权又没有了 要这会员有什么用[流泪][流泪][流泪],山东
1353391823,吧唧吧唧diu,0,http://p1.music.126.net/3QyMhWJhM3ekxpZB8M02QQ==/109951166415785589.jpg,5832118234,01-11,3,啊啊啊版权又没有了 要这会员有什么用[流泪][流泪][流泪],山东
1486100629,誓言亦食言,0,http://p1.music.126.net/VYrUw4VVhki36nYfwZ4zAQ==/109951168512247651.jpg,5830999942,01-10,9,李钟硕你小子[流泪],未知
1486100629,誓言亦食言,0,http://p1.music.126.net/VYrUw4VVhki36nYfwZ4zAQ==/109951168512247651.jpg,5830999942,01-10,9,李钟硕你小子[流泪],未知
8060196982,筱encounter,0,http://p1.music.126.net/yZpv1e_4cJyxOTyDULnj7Q==/109951168216328288.jpg,5829423786,01-08,29,李钟硕好好照顾我老婆[流泪],江西
3923800857,天-在,5,http://p1.music.126.net/NO8r5Gy1bfZQc5fAY2Uzfw==/109951165367439084.jpg,5828238207,01-06,0,这首还有[多多大笑],浙江
468265459,爱野知恩,0,http://p1.music.126.net/fS2ZRt_bghMbMO6FDgoljA==/109951168332450550.jpg,5827493448,01-05,3,IU是及美丽和魅力于一身的女人啊！！！,湖北
1415923918,TaylieSwilish,0,http://p1.music.126.net/hAWQiRA7KepAmypkcGY52g==/109951167596693419.jpg,5827291994,01-05,3,丽姐版权都没了[流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪],辽宁
620126110,-Tsuki-Aurora-,6,http://p1.music.126.net/veDcjl44yHhdcRT5w5QGmQ==/109951168110122356.jpg,5827023369,01-05,0,这马原是跟徐涛学的吧  真不错哈哈哈哈,北京
4966100579,CwaitRos_,0,http://p1.music.126.net/ZDFI6dL_pD863UEfx_zk0Q==/109951168503435715.jpg,5826861685,01-05,0,以前把这首歌当催眠曲,广东
261518855,蠢之才,0,http://p1.music.126.net/vKBJB6wbkRI3mIWE_1B_Xw==/109951168282033237.jpg,5826625113,01-04,0,哈哈哈哈哈哈哈哈哈哈,山西
261518855,蠢之才,0,http://p1.music.126.net/vKBJB6wbkRI3mIWE_1B_Xw==/109951168282033237.jpg,5826625113,01-04,0,哈哈哈哈哈哈哈哈哈哈,山西
1412569602,唷有点点,0,http://p2.music.126.net/cE8SWDycOVpqBa1I3gkIiA==/109951166042607537.jpg,5825388668,01-03,1,玛奇玛,贵州
1502135376,王粪粪_roKn,0,http://p1.music.126.net/cSnBXSXr__44nrr6Udni6g==/109951168250648705.jpg,5825008120,01-02,7,2022最后一天，我同时失去老婆老公💔但也祝福，郎才女貌,河北
1795931779,衫槐,3,http://p1.music.126.net/Jc7Wp3QSS7LPUhK0elpTKA==/109951164873110156.jpg,5823777212,01-01,5,幸福就好,四川
1876278722,三硝基甲苯C7H5N3O6,0,http://p1.music.126.net/syJaPbl1aJlvIanBue_5NA==/109951165730708570.jpg,5823664365,01-01,0,怎么又没版权了[惊恐][惊恐][惊恐][惊恐][惊恐],四川
2099416142,Nismo_2IcC,3,http://p1.music.126.net/CGmNnHFs0mhh25Zx1ZyGmQ==/109951168254175554.jpg,5823650420,01-01,1,[流泪][流泪][流泪],福建
596404744,魔鬼中的天使大大,6,http://p1.music.126.net/irg5YNkZgVCgutXwxeVtsA==/109951163087956130.jpg,5823523819,01-01,4,版权没了[流泪]我想听那首 除了春天和樱花 来着[流泪],江苏
1437466921,与离阿,0,http://p1.music.126.net/MkucXxHeZZVde9uMhV8xHA==/109951164066210464.jpg,5823512633,01-01,10,祝福iu和二硕[爱心],黑龙江
488699018,halyang99,6,http://p1.music.126.net/L_WilTOchdrQhEZqW7vbCA==/109951167816782690.jpg,5823446056,01-01,2,祝福㊗️,江西
1641074387,账号不应注销,0,http://p2.music.126.net/jLB305ce1cOxYQrWvf7U9Q==/109951167946025629.jpg,5823358425,01-01,4,我老婆呜呜呜被抢走了,甘肃
37854624,黎雨昕Rain,5,http://p2.music.126.net/HA13tSRqNNa8CufM1Frhmw==/109951168519373100.jpg,5823183180,2022-12-31,3,两位我都超级喜欢！祝99！！！❤️❤️❤️,四川
1536977413,NAAEIU,6,http://p2.music.126.net/-TSNr2qsj14eGiI8PZ4y9g==/109951166427818713.jpg,5823149426,2022-12-31,0,手机电脑都有缓存的我,重庆
6272214753,苏苏na哈,0,http://p2.music.126.net/ghtQOI2rv9R_q1aRdIPMiQ==/109951168219972507.jpg,5823145127,2022-12-31,3,狠狠祝福 要幸福😜,湖北
88924925,此刻eternal,2,http://p2.music.126.net/s5QVE70IEZPlCO4R7q7y6A==/109951168240399974.jpg,5823125102,2022-12-31,10,姐姐一定要幸福啊,陕西
1676357246,被神喜欢zbb_,0,http://p2.music.126.net/j0AOpPiX1AJLLqnGQm8bXg==/109951163832844046.jpg,5822983528,2022-12-31,4,啊啊一定要幸福！,湖北
30447191,大海邊_小漁村,6,http://p2.music.126.net/mTftwFT7cSYWZkSlMPFjKQ==/5931865232229989.jpg,5822978690,2022-12-31,9,官宣的iu与二硕[大笑],浙江
578713611,no1canFixm3,1,http://p2.music.126.net/g4tUhVIL2OwBWg065Yah-g==/109951167876783505.jpg,5822919879,2022-12-31,2,爷青结,广东
1608383222,北斗星d-,0,http://p2.music.126.net/oj-vkPdb_4lSG1K9fbQhKw==/109951168304782787.jpg,5822905353,2022-12-31,23,姐 要幸福啊[流泪][流泪],黑龙江
134353718,瑾铭先生,6,http://p2.music.126.net/KgxlCJxRbaiJHD0W-Cpqdw==/109951163232598992.jpg,5822906075,2022-12-31,25,"“我们正在真挚交往中”
​一觉醒来IU和二硕官宣了 希望IU能够幸福",广东
406014072,假正经先生Js,6,http://p2.music.126.net/eDQbfA_Jm-zzRzHJ1-X0tA==/109951167830779546.jpg,5822891254,2022-12-31,2,没关系等隔壁合同到期网易云会出手的[多多捂脸],四川
278206754,锅儿嘞,0,http://p2.music.126.net/UtBtE-uNyPqjYYgTWj2rCA==/109951168514442932.jpg,5822891857,2022-12-31,2,祝福🍬,四川
278206754,锅儿嘞,0,http://p2.music.126.net/UtBtE-uNyPqjYYgTWj2rCA==/109951168514442932.jpg,5822891857,2022-12-31,2,祝福🍬,四川
8166744819,-7再来一杯紫薯,2,http://p2.music.126.net/-nv5acXFJb7G8C5obZZvDw==/109951168235157041.jpg,5822882731,2022-12-31,6,一定要和李钟硕好好的哟 ！,安徽
1857807418,钟春樱子,0,http://p2.music.126.net/ClK77HYhEYg_eMTs01TTnQ==/109951166209874240.jpg,5822865451,2022-12-31,12,2022最后一件大事：丽丽也找到她的soulmate了哦~,江苏
629155716,Marnik-,1,http://p2.music.126.net/_JJ_jEl-r1JDM5nWh4NW1w==/109951166179982369.jpg,5822766212,2022-12-31,1,无语了，其他歌都无音源,广东
560301984,lilheartwantluv,4,http://p2.music.126.net/OuVxd-VPHUvFt1MtHRww7g==/109951168297830445.jpg,5816092160,2022-12-30,7,你假装听不到我也只能作哑,
430276498,Jun1or,0,http://p2.music.126.net/OkkW6Vj1SzzNUbyN4k1WHg==/109951165430168475.jpg,5821898994,2022-12-30,2,在网易云你什么都可以听到，就是听不到原唱，全是翻唱,云南
1730605757,无识404,1,http://p2.music.126.net/k4MNEqGJlKqBttum_C8XIw==/109951168235722916.jpg,5821791617,2022-12-30,0,还真是[多多大笑],河北
3269357381,hxd那没事了,6,http://p2.music.126.net/j3uTbzt8EVMFe3rRnqmRZg==/109951167497625040.jpg,5821483779,2022-12-29,1,网易云他真的我哭死[流泪][流泪],山西
500534261,陆涵阿,0,http://p2.music.126.net/ZioGj-_HzjzvkICH9QG8Aw==/109951168468217123.jpg,5821318007,2022-12-29,0,哈哈哈哈哈,广东
500534261,陆涵阿,0,http://p2.music.126.net/ZioGj-_HzjzvkICH9QG8Aw==/109951168468217123.jpg,5821318007,2022-12-29,0,哈哈哈哈哈,广东
1730605757,无识404,1,http://p2.music.126.net/k4MNEqGJlKqBttum_C8XIw==/109951168235722916.jpg,5820278631,2022-12-28,2,预测年度歌单必有这首,河北
1563304314,Yu-l_VNPE,0,http://p2.music.126.net/p2iHcF7vL2A3bsnXvwXN9Q==/109951166152025060.jpg,5819741068,2022-12-27,4,到底什么时候版权能回来,山东
6442850352,ai爱吃大米,0,http://p2.music.126.net/NTq1HTxRyF0CJzZ5aL5BfQ==/109951167117993721.jpg,5818882588,2022-12-26,1,又走了,江苏
1639409564,韵昔不睡觉,2,http://p2.music.126.net/kB05vDgSW7lqENfdu6gvXQ==/109951167892391265.jpg,5818542258,2022-12-26,0,虽然但是 呜呜 我真的好喜欢这首,广东
1534398705,1_rS3O,0,http://p2.music.126.net/pdCOS5PhJ28iKLfJr1u1KA==/109951168169129907.jpg,5816759667,2022-12-23,0,在一个小岛生活着一堆年轻的男女 有点陌生的对面都是两个人珍惜的地方 互相都看似不想来 到底为什么只有你啊 每天都有不同的理由来找你 虽然不能了解哥哥 但依旧相信是等了很久的人啊 要一起画画一起吃冰激凌 一起开派对一起旅行 一起度过精彩的每一天…… 虽然吵闹很多 但是你是我的灵魂伴侣啊[生气],河北
580156644,牡丹花开170831,6,http://p2.music.126.net/9Qmpx47L9-5Elp8RsrPVZg==/109951163285917325.jpg,5812387639,2022-12-18,0,毫好听 如沐春风,湖南
1682474071,Flowershower丶,0,http://p2.music.126.net/OkQWA2_dWm1MstioQE5h_w==/109951167674759069.jpg,5812273868,2022-12-18,0,服了,河南
1730605757,无识404,1,http://p2.music.126.net/k4MNEqGJlKqBttum_C8XIw==/109951168235722916.jpg,5812020217,2022-12-18,1,好听,河北
1496808790,RM熊俊,0,http://p2.music.126.net/plBgPqbEm_FwC5PDxMrPnA==/109951168121427922.jpg,5807270325,2022-12-10,0,救命，为什么没有歌词了？想要歌词的翻译[多多大哭][多多大哭],广西
1482924227,小橙_h6oq,3,http://p2.music.126.net/D1SwrNBJCtT93qv1JKSOcw==/109951168177788870.jpg,5804972639,2022-12-08,5,享受单身日子，不想谈恋爱，祈愿考上编制之前不要让我遇见任何男生,河北
1812233303,songkuncao,0,http://p2.music.126.net/JFQ4EpsVkqod-khE6v1Gsw==/109951164692721244.jpg,5803624408,2022-12-06,0,6,山东
62765826,Yimyik,5,http://p2.music.126.net/ljKIG-QPUTF0XZl0xbu-DA==/109951167133490221.jpg,5802177173,2022-12-03,0,笑死,上海
121060368,立早木水,0,http://p2.music.126.net/m1OezQ3fbok1ZW_c4p9mZw==/109951167126824097.jpg,5802115843,2022-12-03,0,你会发现另外一个宝藏,广东
625062130,491431,0,http://p2.music.126.net/bAEJQ5w_hz7v6cyZKZCbHw==/109951167709517770.jpg,5801382134,2022-12-02,0,[爱心],福建
1372209664,夏天真糟糕,2,http://p2.music.126.net/QyvyJpVr0LSbY8OJuLMh6g==/109951166905387490.jpg,5800991672,2022-12-02,0,2022加个朴宰范,广西
89960266,maiider,5,http://p2.music.126.net/jhNRPFvacvUgEU2_7-sFIQ==/109951168514045383.jpg,5800555876,2022-12-01,0,maiider送您一张会员礼品卡，快来看看TA的祝福吧! https://music.163.com/prime/m/gift-receive?d=sewlQolUHqGeXQrXxFBfsQ&p=j3PpoFGA5KLEHbS-8HUQHzg8Ne6mJZihugtx243LMCWfaff2IpQODOP-9mYA-213Dwyve1ePfcFPXOU4Rw5YTAFE4s-ljyUL7Fu6zFg66I4&userid=89960266&app_version=8.8.70&dlt=0846 (@网易云音乐),河南
3219008317,LYXIU88,0,http://p2.music.126.net/T0zb9driyRXU0WnxBABDOA==/109951168227492458.jpg,5799193281,2022-11-29,0,真的很喜欢这次的梦幻联动,河北
248197666,手机用户三毛阿,5,http://p2.music.126.net/WFCYF-0SJeNUZHd3fenU6A==/109951168069120954.jpg,5796564461,2022-11-25,8,网易加油把IU版权重新拿回来啊,广东
1872676789,吴彦祖他老婆666,6,http://p1.music.126.net/0YUTo2Xus9V5wrUU7U3ZeA==/109951164920857495.jpg,5796561590,2022-11-25,3,一个人在门口穿鞋，放这首歌（第一次听），刚到前奏我吓了一跳……..以为有人在门口快速的输入我大门密码！,上海
1703069458,CHIEFox,4,http://p1.music.126.net/nmfp1xFsSVRwmUlNaoSpew==/109951168476731776.jpg,5793423197,2022-11-20,0,哎哎哎哎哎哎哎,吉林
1756166724,华纸哥你喝啥捏,0,http://p1.music.126.net/0FhfSuxVLV_MVZHfjGxeTg==/109951168311812972.jpg,5791237671,2022-11-20,0,你好呀 我的soulmate,
1756166724,华纸哥你喝啥捏,0,http://p1.music.126.net/0FhfSuxVLV_MVZHfjGxeTg==/109951168311812972.jpg,5791237671,2022-11-20,0,你好呀 我的soulmate,
1910174007,袁疑,6,http://p1.music.126.net/aex-jm1UHWxxbwLuu4p9rw==/109951165040253807.jpg,5789416368,2022-11-14,0,黑胶会员，动态领取！,辽宁
132585164,七夜雅也君,6,http://p1.music.126.net/weSWZjdmuEuRgrBd7xoLxQ==/109951167953577633.jpg,5788968111,2022-11-13,0,好听好听,江苏
2129399589,Vicky鱼子酱要开心,6,http://p1.music.126.net/lCYOtBgHpD2rZj1coRoO5Q==/109951164991477726.jpg,5788576892,2022-11-13,0,哈哈哈形象,广东
2009354518,乐园冒险家,3,http://p1.music.126.net/3_RN5dMRJZ3ZGVYyB24E_g==/109951168514427281.jpg,5787236604,2022-11-11,0,需要缘分🥰,北京
1340769331,ruiruic_,0,http://p1.music.126.net/-eZh_YUiz226SYlaDS1CyQ==/109951166600706435.jpg,5785825828,2022-11-09,0,呜呜呜,重庆
7808234177,bjt071013,0,http://p1.music.126.net/D9-LGOQf4VSzyL2bBQlZFA==/109951168285337801.jpg,5785637316,2022-11-08,0,我听不了了,黑龙江
1912856283,捡便士的月亮日,0,http://p1.music.126.net/SAXzxZl9tNgudVbMj2TsZQ==/109951164488043939.jpg,5784967535,2022-11-07,0,现在又能听了,新疆
1973981172,什井-,0,http://p1.music.126.net/ttGXEf-0LQp--K9fhshjsQ==/109951165802860665.jpg,5781996086,2022-11-03,1,听到开头男生的部分 嗯？这是啥！听完后~好好听！！马上加入收藏！！！,广东
1973981172,什井-,0,http://p1.music.126.net/ttGXEf-0LQp--K9fhshjsQ==/109951165802860665.jpg,5781996086,2022-11-03,1,听到开头男生的部分 嗯？这是啥！听完后~好好听！！马上加入收藏！！！,广东
2118222622,xiinxin-,0,http://p1.music.126.net/qit9V7EA38MZSNqyKxNsfQ==/109951168291176947.jpg,5780218170,2022-10-31,1,我买的专还可以继续听耶,江西
1870916336,美味猫条,0,http://p1.music.126.net/xOnSjnEKs8_fo-grEx6MXw==/109951168459816686.jpg,5779617020,2022-10-30,0,梦回2018 我以前最喜欢的歌,山东
7808234177,bjt071013,0,http://p1.music.126.net/D9-LGOQf4VSzyL2bBQlZFA==/109951168285337801.jpg,5779361533,2022-10-30,0,之前买的线上专都没了,黑龙江
7808234177,bjt071013,0,http://p1.music.126.net/D9-LGOQf4VSzyL2bBQlZFA==/109951168285337801.jpg,5779361335,2022-10-30,0,我猜也是,黑龙江
546229653,美好回忆_芯语之声,6,http://p1.music.126.net/maUKaGE3b24HtFs235jBGQ==/109951168442224190.jpg,5778334208,2022-10-28,0,这是爵士乐吧,海南
3442860456,恩恩恩恩恩恩恩恩恩对,0,http://p1.music.126.net/YMWYVG3d2OFhy0JJI47LGg==/109951167869235405.jpg,5777599916,2022-10-27,1,怎么拥有灵魂伴侣呢,陕西
384400174,nekoyasumi,6,http://p1.music.126.net/8YnablwGuw_r9vRo8gT9og==/109951168495894004.jpg,5777540208,2022-10-27,4,意识不到这居然是18年的评论🥲因为现在又没了🥲,中国香港
1839916587,Oris糖,6,http://p1.music.126.net/d5SJZ9KS09FtJiB0NL0xOg==/109951168005558278.jpg,5777439720,2022-10-27,0,"把左手                                     把右手
大拇指            往这划             大拇指
放这里                                     放这里",广东
281635962,林天1号店,6,http://p1.music.126.net/hHoDj1qy4tenmdJVrKDcMA==/19226060323486848.jpg,5774497070,2022-10-22,10,买了YG SM，没钱续约别的了,广东
503536652,微凉-_-半夏,4,http://p1.music.126.net/wOheVA3Y_TZFsTaeoUe_aA==/109951167001685210.jpg,5774222544,2022-10-22,0,m,河南
1510381038,become_dying,0,http://p1.music.126.net/VOJwKNeil2iH1mhNI2_uvw==/109951168167805999.jpg,5772446037,2022-10-21,0,Oio,安徽
1510381038,become_dying,0,http://p1.music.126.net/VOJwKNeil2iH1mhNI2_uvw==/109951168167805999.jpg,5772428904,2022-10-21,0,好像分享不了诶云盘[大哭],安徽
616907435,i怎么睡都睡不醒,4,http://p1.music.126.net/SpbVNQDISP8ZWH-Q8Tv7Kg==/109951166756097336.jpg,5772249456,2022-10-21,0,能不能云盘分享一份啊  没下载 现在全听不了了,湖北
1510381038,become_dying,0,http://p1.music.126.net/VOJwKNeil2iH1mhNI2_uvw==/109951168167805999.jpg,5772137159,2022-10-21,3,还好我下载了[大哭][大哭],安徽
1510381038,become_dying,0,http://p1.music.126.net/VOJwKNeil2iH1mhNI2_uvw==/109951168167805999.jpg,5772137159,2022-10-21,3,还好我下载了[大哭][大哭],安徽
1510381038,become_dying,0,http://p1.music.126.net/VOJwKNeil2iH1mhNI2_uvw==/109951168167805999.jpg,5771598632,2022-10-20,0,哈哈哈，IU的歌我全都下完了，我还能听,安徽
1510381038,become_dying,0,http://p1.music.126.net/VOJwKNeil2iH1mhNI2_uvw==/109951168167805999.jpg,5771598476,2022-10-20,1,甜甜甜,安徽
1712744487,Uaena丶JJUN,6,http://p1.music.126.net/jZ-wVMFiG8wSgj9gkQEEwA==/109951164602621529.jpg,5768631473,2022-10-15,1,前几个月开始 没了,广东
382666640,小小花栗鼠_,0,http://p1.music.126.net/z67zlXQS_j4N5fV7ccA1_w==/109951168477586888.jpg,5766962372,2022-10-12,0,负负得正了属于是,广东
382666640,小小花栗鼠_,0,http://p1.music.126.net/z67zlXQS_j4N5fV7ccA1_w==/109951168477586888.jpg,5766962372,2022-10-12,0,负负得正了属于是,广东
1493171064,小锦李一枚,5,http://p1.music.126.net/YMYjDnqVmd0mfbYO3T_XPw==/109951168100550785.jpg,5764913850,2022-10-09,1,这个还有版权😭,
423445483,DG-2,5,http://p2.music.126.net/rq9W2g868nIOpIg63yHI2g==/109951168131032589.jpg,5764441898,2022-10-08,0,处处都闪烁着辩证法的光芒,
547194901,林深见鹿不见腻,0,http://p1.music.126.net/8QO0cTAyfBbqB-I-f37z5g==/109951168285589386.jpg,5759849957,2022-10-05,4,我们都要找到灵魂伴侣呀,
112544205,睡一觉或许会有灵感,0,http://p1.music.126.net/aT7BbQYQKktetVPt6yoDfQ==/109951167464635522.jpg,5761916234,2022-10-04,1,刚好在按密码锁的时候随机到[大笑],
112544205,睡一觉或许会有灵感,0,http://p1.music.126.net/aT7BbQYQKktetVPt6yoDfQ==/109951167464635522.jpg,5761916234,2022-10-04,1,刚好在按密码锁的时候随机到[大笑],
1615138342,薯片做的11,0,http://p1.music.126.net/dDTAJPLk4QiJJ8psnZiPvw==/109951167223650952.jpg,5760223346,2022-10-02,0,谢谢你 马上去刷几道选择题,
1615138342,薯片做的11,0,http://p1.music.126.net/dDTAJPLk4QiJJ8psnZiPvw==/109951167223650952.jpg,5760223346,2022-10-02,0,谢谢你 马上去刷几道选择题,
1941110349,想妳几大口,3,http://p2.music.126.net/wO-na8wLj2hc2vmefzbjGA==/109951168225576302.jpg,5758695372,2022-09-29,0,负负得正,
3274631918,bgxhsg,0,http://p2.music.126.net/StpFHaO7j3NIGoq0dAKJvA==/109951168469107211.jpg,5757474707,2022-09-27,0,这个形容太绝了～～～,
3274631918,bgxhsg,0,http://p2.music.126.net/StpFHaO7j3NIGoq0dAKJvA==/109951168469107211.jpg,5757475999,2022-09-27,2,好喜欢😌,
1415841759,石豆腐的布鲁斯,6,http://p2.music.126.net/G8vyTQHtDAzobuxkd5Ccog==/109951164464071230.jpg,5757213560,2022-09-27,0,好家伙我已经分了，特地回来删的[多多捂脸],
400120514,lmfull,6,http://p2.music.126.net/xApwGSeJz0iqP5V7hKw7CA==/109951167495183026.jpg,5756844080,2022-09-26,0,你看热评第一 你就懂了,
